frame_idx,x1,y1,x2,y2,confidence,class_id
0,132.85,116.04,371.68,321.9,0.8725,0
1,138.42,115.95,371.65,323.44,0.879,0
2,139.75,116.25,371.3,322.5,0.8886,0
3,142.14,117.08,371.39,324.93,0.8895,0
4,140.99,117.19,370.08,325.71,0.8868,0
5,140.27,117.4,370.26,325.35,0.8869,0
6,122.38,118.33,369.19,327.22,0.8887,0
7,115.04,118.95,365.63,327.24,0.912,0
8,115.4,119.07,365.47,328.85,0.9102,0
9,120.2,119.29,365.0,326.18,0.9019,0
10,120.14,119.65,364.53,324.56,0.9083,0
11,117.54,120.47,364.59,323.62,0.9121,0
12,115.95,120.39,364.07,327.71,0.9191,0
13,116.97,120.04,363.76,329.82,0.9175,0
14,121.05,119.71,363.49,329.11,0.9112,0
15,119.2,120.44,363.27,328.82,0.909,0
16,119.24,120.48,362.47,327.86,0.9,0
17,118.79,120.65,362.36,329.18,0.9095,0
18,120.84,120.97,361.7,329.97,0.9095,0
19,121.74,121.58,362.23,329.14,0.9129,0
20,118.64,121.69,359.96,329.37,0.9086,0
21,118.88,121.42,357.73,329.1,0.9078,0
22,119.09,120.86,356.72,329.52,0.9092,0
23,118.53,121.56,359.31,331.0,0.9134,0
24,119.48,121.66,355.89,331.68,0.9094,0
25,122.23,121.39,353.09,332.2,0.908,0
26,121.23,121.25,354.22,332.51,0.9035,0
27,121.65,121.61,355.74,330.87,0.8998,0
28,125.64,121.38,353.23,329.86,0.9044,0
29,125.98,121.75,349.73,329.52,0.8949,0
30,113.88,122.09,347.95,331.63,0.8896,0
31,111.84,122.8,346.45,330.09,0.884,0
32,113.14,123.79,344.69,330.4,0.8944,0
33,112.52,122.52,344.83,332.54,0.8904,0
34,117.89,124.26,343.82,329.01,0.8896,0
35,114.06,123.67,343.37,331.07,0.8906,0
36,109.62,123.89,342.8,333.16,0.8887,0
37,105.19,123.99,342.99,333.12,0.8921,0
38,108.13,124.17,343.19,332.17,0.8955,0
39,107.96,124.26,342.18,337.4,0.8939,0
40,104.3,124.41,341.59,337.87,0.8895,0
41,103.77,124.08,340.47,339.4,0.8909,0
42,102.89,124.19,340.21,340.47,0.8934,0
43,106.13,124.69,338.82,339.42,0.8956,0
44,107.78,124.88,337.92,338.01,0.8985,0
45,108.45,124.87,336.76,337.5,0.8956,0
46,109.34,125.24,335.65,338.1,0.9026,0
47,108.89,125.51,335.25,337.46,0.9074,0
48,106.88,125.64,335.16,338.79,0.8995,0
49,106.61,125.4,332.76,340.45,0.9023,0
50,103.85,125.58,332.24,341.27,0.8946,0
51,100.33,125.81,331.85,339.81,0.8914,0
52,99.5,126.6,331.21,340.23,0.9019,0
53,33.47,93.89,406.36,345.18,0.9148,0
54,34.28,93.46,405.83,346.52,0.9118,0
55,33.7,93.63,405.64,346.64,0.9113,0
56,34.39,93.82,405.44,347.26,0.9146,0
57,34.71,93.96,405.51,346.62,0.9134,0
58,34.45,94.31,405.87,346.73,0.9112,0
59,32.44,95.32,406.42,346.53,0.9106,0
60,32.66,94.99,406.77,346.21,0.9072,0
61,33.35,94.98,406.59,346.55,0.9069,0
62,33.51,94.98,406.53,346.65,0.9057,0
63,33.1,93.35,406.65,347.49,0.9057,0
64,32.99,93.44,406.85,348.49,0.9079,0
65,34.01,95.35,406.04,348.76,0.906,0
66,32.99,94.49,406.52,348.17,0.9033,0
67,33.12,95.4,406.04,348.31,0.9023,0
68,33.1,95.95,405.99,348.13,0.9018,0
69,33.63,96.32,406.26,348.17,0.9021,0
70,33.8,96.51,406.01,347.35,0.8997,0
71,33.97,97.67,406.15,348.02,0.8995,0
72,33.08,98.92,406.07,347.8,0.8964,0
73,33.21,101.87,406.18,347.83,0.8968,0
74,33.94,100.64,406.44,348.3,0.8973,0
75,32.92,98.95,406.86,348.73,0.898,0
76,33.42,97.88,406.68,349.7,0.8975,0
77,33.77,98.23,406.62,349.78,0.8945,0
78,33.37,101.08,406.08,349.47,0.8958,0
79,33.17,102.36,406.31,349.64,0.8982,0
80,32.7,101.78,406.23,349.3,0.897,0
81,33.6,103.5,406.03,349.06,0.8975,0
82,32.9,103.63,405.65,348.76,0.8955,0
83,32.94,104.72,405.52,349.01,0.8965,0
84,32.49,104.57,405.66,349.1,0.895,0
85,31.18,103.8,405.68,351.72,0.8988,0
86,32.19,104.04,406.25,350.79,0.9,0
87,32.45,104.09,406.47,350.79,0.8993,0
88,31.62,103.8,406.41,350.61,0.8976,0
89,31.61,104.68,406.62,349.89,0.8951,0
90,31.8,104.68,406.5,349.99,0.8963,0
91,31.59,104.74,406.52,350.27,0.8951,0
92,31.1,104.24,406.1,350.76,0.8942,0
93,32.08,105.15,406.7,349.53,0.8939,0
94,31.07,103.81,405.98,350.99,0.8954,0
95,31.29,103.4,406.09,351.01,0.894,0
96,32.96,104.4,406.83,349.77,0.8942,0
97,33.24,104.33,406.93,349.79,0.8934,0
98,33.29,104.15,407.0,349.94,0.8937,0
99,34.11,101.15,405.67,349.24,0.8926,0
100,33.91,99.94,405.72,349.36,0.8924,0
101,33.84,100.1,405.68,349.06,0.8916,0
102,34.06,100.2,405.58,348.48,0.8903,0
103,33.82,102.59,406.67,350.57,0.8927,0
104,33.59,102.51,405.25,351.27,0.8995,0
105,33.91,101.45,406.4,351.4,0.9023,0
106,34.74,99.98,406.87,351.49,0.902,0
107,34.41,98.77,407.76,351.69,0.9029,0
108,34.74,100.28,407.6,351.15,0.9033,0
109,34.62,101.27,407.96,351.33,0.9022,0
110,35.31,99.41,405.28,349.2,0.905,0
111,35.53,97.49,405.21,348.9,0.9049,0
112,35.18,96.66,405.12,348.41,0.9027,0
113,35.89,98.49,406.71,349.08,0.9019,0
114,36.14,97.63,406.46,348.95,0.9057,0
115,36.93,96.35,405.08,349.74,0.9064,0
116,37.74,95.86,405.38,349.99,0.9102,0
117,37.77,95.37,405.76,349.4,0.9116,0
118,38.11,95.19,406.3,349.35,0.9121,0
119,38.11,95.25,406.34,348.82,0.9128,0
120,37.93,94.84,406.16,348.56,0.9083,0
121,37.42,94.22,405.95,348.25,0.9092,0
122,37.39,94.54,405.79,345.6,0.9077,0
123,37.52,93.99,405.79,346.57,0.9099,0
124,36.91,93.46,406.06,345.92,0.9142,0
125,37.19,92.85,406.49,348.2,0.9141,0
126,37.3,93.65,406.5,348.11,0.9132,0
127,37.43,93.48,406.87,348.33,0.9158,0
128,36.99,92.88,406.88,347.69,0.9136,0
129,37.16,91.79,407.03,347.26,0.9124,0
130,37.41,91.52,407.77,345.4,0.9121,0
131,36.83,90.35,407.75,345.15,0.9113,0
132,37.16,89.83,407.77,343.36,0.9137,0
133,38.67,89.33,407.75,342.94,0.9137,0
134,39.04,89.37,408.28,341.73,0.9122,0
135,39.37,88.65,409.06,338.14,0.9159,0
136,39.99,88.83,409.09,341.37,0.9141,0
137,39.87,87.91,409.07,341.01,0.912,0
138,40.33,87.88,408.54,340.35,0.9126,0
139,40.59,87.82,408.73,341.04,0.914,0
140,41.56,87.15,408.72,339.54,0.9128,0
141,41.23,87.17,408.62,337.93,0.9151,0
142,41.24,87.1,408.49,337.58,0.9128,0
143,41.47,87.2,408.68,336.65,0.9165,0
144,41.39,86.86,408.69,337.77,0.9166,0
145,40.7,86.48,408.6,337.27,0.9108,0
146,40.54,85.83,408.86,337.26,0.9092,0
147,40.72,85.94,408.61,337.38,0.9102,0
148,40.54,85.67,408.63,337.84,0.9088,0
149,40.85,85.52,408.83,338.84,0.9091,0
150,40.92,85.93,408.76,338.05,0.9097,0
151,40.98,85.83,408.92,338.5,0.9094,0
152,40.6,86.6,408.63,337.33,0.9115,0
153,41.07,86.9,409.08,337.38,0.9136,0
154,41.05,86.93,408.04,337.83,0.9123,0
155,41.0,86.89,408.06,337.94,0.9119,0
156,40.85,87.04,407.82,337.77,0.9123,0
157,40.7,87.06,407.83,337.52,0.9132,0
158,40.86,87.13,407.59,337.62,0.9142,0
159,40.13,88.11,408.39,336.97,0.9217,0
160,40.05,88.13,408.39,337.07,0.9218,0
161,40.02,87.66,408.12,336.4,0.9216,0
162,39.74,87.79,408.18,336.06,0.9213,0
163,39.82,87.55,407.99,334.7,0.9201,0
164,39.54,87.18,408.4,334.57,0.9188,0
165,39.18,87.07,408.08,334.79,0.9152,0
166,39.52,86.51,408.05,335.78,0.9167,0
167,39.6,86.66,408.75,336.12,0.9144,0
168,39.22,86.32,408.02,334.93,0.9155,0
169,39.05,86.49,407.99,334.62,0.9148,0
170,38.53,85.89,407.88,336.07,0.9136,0
171,38.6,86.07,407.95,338.06,0.914,0
172,38.99,85.73,407.67,338.52,0.9112,0
173,38.25,85.67,407.55,336.43,0.9101,0
174,37.8,86.84,407.21,331.9,0.9136,0
175,37.85,87.48,406.95,334.51,0.9155,0
176,38.49,87.59,406.74,336.94,0.9159,0
177,37.05,87.24,406.94,337.45,0.9152,0
178,36.77,87.85,406.73,337.37,0.917,0
179,36.89,87.52,406.9,337.5,0.9155,0
180,36.76,87.5,406.74,335.73,0.9162,0
181,35.93,87.66,406.77,340.03,0.9184,0
182,35.04,87.54,406.67,341.17,0.916,0
183,34.63,87.3,406.82,341.66,0.9126,0
184,34.19,87.08,406.75,341.33,0.9116,0
185,34.7,87.06,406.34,340.75,0.9119,0
186,34.6,87.01,406.16,341.19,0.9121,0
187,34.26,87.31,406.7,338.68,0.9128,0
188,33.24,86.7,406.19,341.49,0.913,0
189,33.37,86.62,406.33,340.91,0.9133,0
190,33.49,86.85,406.27,341.52,0.9156,0
191,33.19,87.13,406.95,341.88,0.9157,0
192,32.93,87.06,406.8,342.13,0.9167,0
193,32.5,87.04,406.82,341.36,0.9164,0
194,32.55,87.27,406.31,340.83,0.9163,0
195,33.0,87.2,406.39,341.84,0.9137,0
196,32.83,87.47,406.38,341.69,0.9163,0
197,32.51,87.56,406.37,342.13,0.9164,0
198,32.74,87.41,406.38,342.34,0.916,0
199,32.98,87.29,406.53,342.25,0.9153,0
200,32.89,87.67,406.86,342.14,0.9132,0
201,32.65,87.48,406.57,342.75,0.9112,0
202,32.16,87.48,406.74,342.09,0.9105,0
203,32.04,86.9,406.26,341.82,0.9092,0
204,32.27,86.88,405.83,341.87,0.9095,0
205,32.26,86.93,405.39,341.17,0.909,0
206,31.05,86.09,405.41,340.51,0.9069,0
207,31.13,86.49,405.11,341.35,0.9093,0
208,30.81,86.54,405.25,340.28,0.9092,0
209,30.86,86.68,405.09,340.42,0.9102,0
210,30.0,86.35,404.44,340.14,0.9115,0
211,29.88,86.55,403.83,339.89,0.9133,0
212,29.75,86.81,404.1,339.23,0.9137,0
213,30.17,86.51,403.51,339.49,0.9134,0
214,30.0,86.83,403.69,338.98,0.9127,0
215,29.63,86.07,403.36,339.86,0.912,0
216,29.52,86.11,403.14,337.41,0.912,0
217,29.1,86.43,403.15,338.82,0.912,0
218,29.3,86.08,402.83,340.05,0.9132,0
219,29.45,86.43,402.4,341.6,0.9158,0
220,29.67,86.13,402.29,341.22,0.9148,0
221,29.43,86.12,402.31,341.63,0.9139,0
222,29.26,86.23,402.29,341.49,0.9113,0
223,29.12,86.39,401.71,342.66,0.9124,0
224,28.91,86.4,401.84,342.17,0.9103,0
225,28.9,86.28,402.03,342.15,0.9101,0
226,29.1,86.65,401.44,341.95,0.9114,0
227,28.96,87.13,400.7,341.45,0.9124,0
228,28.61,87.0,400.32,340.42,0.9114,0
229,28.65,87.82,399.89,341.62,0.91,0
230,28.98,87.25,399.92,341.48,0.9075,0
231,28.66,87.45,398.82,342.21,0.9093,0
232,28.56,87.19,398.17,342.39,0.9086,0
233,28.62,86.78,398.02,342.74,0.9076,0
234,28.59,86.48,398.5,342.64,0.9074,0
235,28.74,86.49,398.3,342.21,0.9077,0
236,28.93,85.74,398.31,342.18,0.9054,0
237,29.06,85.4,399.4,342.16,0.9045,0
238,28.92,85.33,397.38,341.75,0.9044,0
239,28.23,85.45,396.35,340.92,0.9027,0
240,27.64,85.38,395.7,340.09,0.8983,0
241,27.41,86.19,395.54,340.85,0.8982,0
242,26.93,86.34,395.56,339.57,0.8927,0
243,26.89,86.55,394.27,341.67,0.8944,0
244,27.2,87.21,392.87,342.94,0.8959,0
245,22.57,87.3,390.95,343.71,0.8911,0
246,22.41,86.81,390.53,344.71,0.8901,0
247,22.4,86.22,390.19,346.17,0.8899,0
248,23.07,83.92,393.73,344.54,0.8868,0
249,23.09,88.03,388.71,345.49,0.8911,0
250,23.47,88.73,388.04,343.44,0.895,0
251,22.43,89.16,387.97,343.44,0.8985,0
252,21.66,89.05,388.15,345.27,0.8981,0
253,22.56,87.02,389.17,345.62,0.8986,0
254,20.93,87.16,389.84,346.39,0.9027,0
255,20.23,87.13,389.43,345.82,0.903,0
256,18.15,86.57,389.29,347.14,0.9001,0
257,18.16,89.17,386.63,347.17,0.8994,0
258,16.81,86.57,389.64,346.57,0.8979,0
259,15.02,91.41,385.72,348.22,0.898,0
260,14.44,87.77,387.61,346.42,0.8998,0
261,14.83,93.16,383.9,346.09,0.903,0
262,13.81,93.48,384.13,346.76,0.9067,0
263,14.05,93.22,383.38,347.77,0.9055,0
264,12.82,92.84,383.44,347.36,0.9104,0
265,12.91,93.04,383.47,347.02,0.9074,0
266,12.12,93.03,383.34,340.02,0.9047,0
267,11.87,93.18,382.78,345.14,0.9051,0
268,12.73,93.39,382.13,346.67,0.9058,0
269,13.36,93.94,381.17,347.81,0.9086,0
270,12.54,94.13,380.89,346.96,0.905,0
271,10.31,90.74,383.46,346.97,0.9053,0
272,10.78,90.88,382.96,347.94,0.9052,0
273,11.24,90.59,382.43,347.97,0.9024,0
274,11.24,90.96,381.76,348.34,0.9061,0
275,12.95,90.6,381.98,348.78,0.9099,0
276,13.83,92.73,381.45,348.68,0.9084,0
277,11.95,90.68,381.85,348.55,0.9108,0
278,12.13,90.56,381.6,348.66,0.9115,0
279,11.69,90.51,381.81,349.38,0.9128,0
280,11.18,90.43,381.95,348.98,0.9105,0
281,11.77,92.42,380.9,348.38,0.9081,0
282,11.06,92.54,380.08,348.7,0.9091,0
283,10.7,92.76,379.55,348.33,0.9109,0
284,9.45,92.97,379.21,348.08,0.9106,0
285,9.27,93.02,379.21,348.1,0.9102,0
286,8.58,92.73,378.96,348.52,0.9102,0
287,8.28,93.41,379.21,348.69,0.9093,0
288,10.31,94.87,378.52,349.75,0.9099,0
289,10.06,94.92,378.44,349.67,0.9104,0
290,8.88,93.5,378.5,349.47,0.911,0
291,8.49,94.09,378.52,349.37,0.9103,0
292,8.98,93.64,378.27,349.44,0.9118,0
293,9.0,93.68,378.05,348.99,0.9118,0
294,8.88,93.63,378.09,348.64,0.9129,0
295,9.2,93.77,377.72,348.57,0.9129,0
296,8.73,93.5,377.47,349.03,0.912,0
297,8.45,93.37,377.56,349.42,0.9128,0
298,8.36,93.39,377.22,349.2,0.9121,0
299,8.31,93.32,377.36,349.09,0.9119,0
300,8.32,93.26,377.22,349.59,0.9125,0
301,8.05,93.29,376.91,349.89,0.9127,0
302,8.14,93.29,377.07,349.9,0.9131,0
303,8.31,93.4,377.08,349.91,0.913,0
304,8.14,93.33,376.86,349.7,0.9128,0
305,8.16,93.34,377.07,349.42,0.913,0
306,7.82,93.4,376.86,348.5,0.9119,0
307,8.27,93.41,376.82,348.79,0.9112,0
308,8.39,93.55,376.82,349.03,0.9113,0
309,8.21,93.55,376.6,349.29,0.9116,0
310,8.11,93.71,376.6,348.26,0.9106,0
311,7.76,93.59,376.47,348.54,0.9106,0
312,7.75,93.69,376.41,348.44,0.9107,0
313,7.73,93.64,376.21,348.46,0.9102,0
314,7.88,93.44,376.26,348.57,0.9106,0
315,8.11,93.36,376.52,348.61,0.9102,0
316,8.25,93.14,376.23,348.49,0.9116,0
317,8.09,93.16,376.29,348.6,0.9113,0
318,8.04,93.14,376.23,348.53,0.9113,0
319,8.34,93.88,376.04,348.35,0.9161,0
320,7.82,94.03,376.14,348.58,0.915,0
321,8.02,93.96,376.13,348.31,0.9155,0
322,8.95,93.9,376.09,348.35,0.9159,0
323,8.08,93.98,376.18,348.35,0.9157,0
324,8.32,93.98,376.12,348.35,0.9158,0
325,8.36,94.09,376.13,348.36,0.9158,0
326,9.22,93.78,375.58,348.7,0.9173,0
327,8.94,93.76,375.64,348.16,0.9163,0
328,8.64,93.96,375.76,348.29,0.9151,0
329,8.81,93.89,375.59,348.0,0.9165,0
330,9.1,93.73,375.67,348.07,0.9169,0
331,9.11,93.73,375.62,348.05,0.9171,0
332,9.23,93.86,375.64,347.98,0.9165,0
333,8.92,94.01,375.84,347.79,0.9158,0
334,8.89,93.66,375.88,347.92,0.9157,0
335,8.93,93.79,375.87,347.95,0.9158,0
336,8.67,93.87,375.97,347.86,0.9155,0
337,8.66,94.15,376.03,347.6,0.9149,0
338,8.39,94.11,376.28,347.85,0.9134,0
339,8.42,94.18,376.16,347.6,0.9137,0
340,8.48,94.15,376.19,347.34,0.9139,0
341,8.52,93.82,376.17,347.61,0.9127,0
342,8.59,93.83,376.28,348.23,0.913,0
343,8.36,93.83,376.3,347.61,0.9128,0
344,8.51,93.78,376.24,348.33,0.9127,0
345,8.48,93.6,376.4,348.89,0.9127,0
346,8.14,93.67,376.32,348.7,0.9123,0
347,8.5,93.69,376.47,348.71,0.9128,0
348,8.71,93.7,376.24,348.62,0.9132,0
349,8.68,93.46,376.2,349.09,0.9137,0
350,8.7,93.48,376.05,349.03,0.9138,0
351,8.84,93.39,376.0,349.3,0.9131,0
352,8.92,93.53,375.78,349.15,0.9131,0
353,8.77,93.9,375.69,349.34,0.9129,0
354,9.03,94.09,375.76,348.95,0.9141,0
355,8.72,94.13,375.82,348.53,0.915,0
356,8.87,94.31,375.64,348.47,0.9162,0
357,8.28,94.6,375.47,348.54,0.9169,0
358,8.07,94.65,375.09,348.42,0.9153,0
359,8.59,94.64,374.89,348.16,0.9157,0
360,8.64,95.41,375.12,347.63,0.9154,0
361,8.33,95.38,375.01,347.55,0.9133,0
362,8.66,96.3,374.93,347.77,0.9133,0
363,8.74,96.86,374.9,347.5,0.9129,0
364,9.1,97.01,374.76,347.74,0.9125,0
365,8.6,97.37,375.11,347.94,0.9109,0
366,8.97,98.98,375.06,347.85,0.9101,0
367,8.97,98.41,374.99,349.1,0.9127,0
368,8.67,98.24,375.0,349.65,0.9135,0
369,8.09,98.7,375.44,349.92,0.9149,0
370,8.25,99.81,375.16,349.27,0.9101,0
371,7.9,101.81,375.21,350.15,0.9098,0
372,7.57,102.03,375.11,349.7,0.9102,0
373,6.23,102.29,375.27,350.6,0.9097,0
374,5.97,102.14,375.23,349.34,0.9078,0
375,5.81,102.59,374.87,349.15,0.9072,0
376,5.95,102.56,375.02,349.31,0.9079,0
377,4.91,101.89,374.71,349.2,0.9066,0
378,3.93,102.02,374.52,348.5,0.9068,0
379,4.24,101.73,374.27,347.89,0.9087,0
380,4.09,103.56,374.02,347.49,0.9066,0
381,3.85,104.78,374.15,348.75,0.9054,0
382,3.88,105.14,373.68,347.82,0.903,0
383,3.7,104.91,373.87,348.68,0.9068,0
384,3.79,105.3,373.8,348.8,0.9075,0
385,3.69,105.31,373.8,348.65,0.9069,0
386,3.82,105.38,373.78,348.69,0.9067,0
387,3.36,104.65,373.76,349.42,0.9045,0
388,3.66,104.66,373.75,349.82,0.9051,0
389,3.15,104.72,373.67,350.03,0.9028,0
390,3.15,104.64,373.66,350.47,0.9046,0
391,2.85,104.21,373.65,350.33,0.9007,0
392,3.17,104.62,373.66,350.47,0.9002,0
393,3.17,104.51,373.71,350.34,0.9004,0
394,2.93,104.61,373.65,350.31,0.8995,0
395,3.09,104.73,373.68,350.74,0.9007,0
396,3.16,104.66,373.8,350.98,0.901,0
397,3.16,105.11,373.65,350.94,0.8999,0
398,3.2,105.09,373.91,350.82,0.9011,0
399,3.25,105.76,374.03,350.85,0.9018,0
400,3.34,105.4,373.98,351.06,0.9033,0
401,3.57,105.18,374.21,350.56,0.9017,0
402,3.63,105.05,374.32,350.96,0.9018,0
403,3.55,104.98,374.35,350.92,0.902,0
404,3.97,104.42,374.53,351.15,0.9043,0
405,3.84,104.19,374.69,350.65,0.9022,0
406,4.37,104.26,374.71,350.79,0.904,0
407,4.89,104.26,374.88,350.29,0.904,0
408,4.53,104.15,374.65,351.2,0.9047,0
409,4.8,104.4,374.73,350.47,0.9042,0
410,4.69,104.05,374.85,350.28,0.9036,0
411,5.21,104.43,374.76,350.17,0.9022,0
412,5.39,104.01,374.73,349.23,0.9046,0
413,5.44,104.26,374.65,349.23,0.9047,0
414,5.39,104.31,374.64,349.09,0.904,0
415,5.38,103.64,374.93,351.06,0.9059,0
416,5.01,104.17,374.82,349.77,0.9008,0
417,5.15,104.31,374.89,349.68,0.9026,0
418,5.13,104.14,375.11,349.79,0.9016,0
419,4.91,104.59,374.73,349.68,0.9005,0
420,4.49,103.89,375.16,348.53,0.8993,0
421,4.4,104.72,374.91,349.06,0.8965,0
422,5.86,102.03,373.97,349.21,0.8971,0
423,6.14,102.09,374.08,349.06,0.8972,0
424,5.96,101.81,374.1,349.5,0.8987,0
425,6.08,102.51,374.35,349.94,0.9017,0
426,5.89,102.11,374.66,349.92,0.9018,0
427,4.78,103.56,376.28,350.3,0.8998,0
428,5.41,102.13,376.82,350.75,0.9028,0
429,5.93,102.53,376.68,350.6,0.9039,0
430,5.91,102.56,376.98,350.39,0.904,0
431,6.23,100.97,376.97,350.65,0.9039,0
432,6.79,100.88,377.11,350.93,0.9082,0
433,6.28,101.13,377.06,350.57,0.9054,0
434,6.26,101.08,377.17,350.4,0.9051,0
435,7.18,100.4,377.29,350.37,0.9053,0
436,7.3,100.35,377.32,350.67,0.9052,0
437,7.79,100.51,376.86,350.34,0.9047,0
438,7.71,100.54,376.73,350.32,0.9055,0
439,7.6,99.09,376.45,349.84,0.9059,0
440,7.95,99.1,376.49,350.26,0.9071,0
441,8.33,98.78,376.52,350.05,0.9102,0
442,7.7,99.32,376.56,349.41,0.9089,0
443,7.74,98.25,376.65,348.34,0.908,0
444,7.87,98.9,376.42,348.08,0.9081,0
445,7.96,98.67,376.44,347.4,0.9089,0
446,7.68,97.75,376.37,348.26,0.9104,0
447,7.69,97.81,376.22,347.28,0.9105,0
448,8.05,97.76,375.75,347.25,0.9104,0
449,7.99,97.37,375.74,347.25,0.9093,0
450,7.82,96.83,375.68,346.61,0.9069,0
451,7.66,97.07,375.61,347.61,0.9072,0
452,7.67,96.81,375.8,347.61,0.9081,0
453,7.65,96.36,375.85,347.89,0.9086,0
454,7.77,95.84,375.92,348.3,0.9102,0
455,7.22,94.95,375.93,348.62,0.9098,0
456,7.14,94.78,376.17,349.13,0.9111,0
457,6.82,93.96,376.24,349.03,0.9114,0
458,6.89,93.93,376.44,349.06,0.9108,0
459,6.86,93.73,376.45,349.06,0.9109,0
460,6.47,93.96,376.58,348.62,0.911,0
461,6.21,93.52,376.53,348.12,0.909,0
462,6.02,93.84,376.62,347.85,0.9076,0
463,6.91,94.09,376.39,347.21,0.9099,0
464,6.52,94.06,376.56,347.15,0.9099,0
465,6.8,93.83,376.21,347.93,0.9107,0
466,6.7,93.37,375.98,347.99,0.9091,0
467,6.63,93.28,375.66,348.47,0.9082,0
468,6.45,93.2,375.79,348.77,0.9081,0
469,6.34,93.28,375.71,348.78,0.9079,0
470,6.5,93.17,375.46,348.94,0.9081,0
471,6.24,93.14,375.26,348.75,0.9069,0
472,6.95,92.96,375.04,348.47,0.9088,0
473,6.36,93.02,375.03,348.62,0.9097,0
474,6.48,93.0,375.09,348.18,0.9104,0
475,6.61,93.0,375.06,348.11,0.911,0
476,7.13,93.3,374.8,347.4,0.9119,0
477,6.97,93.34,374.81,347.45,0.9119,0
478,5.32,92.24,374.43,347.63,0.9073,0
479,5.33,92.29,374.49,346.78,0.9067,0
